"","Name","Sales"
"7461","Wizardry VI: Bane of the Cosmic Forge",0.1
"7462","XGRA: Extreme G Racing Association",0.1
"7463","You Don't Know Jack: Mock 2",0.1
"7464","Yu-Gi-Oh! 5D's Wheelie Breakers",0.1
"7465","Zero4 Champ RR-Z",0.1
"7466","Battle Fantasia",0.1
"7467","Captain Morgane and the Golden Turtle",0.1
"7468","Jambo! Safari Animal Rescue",0.1
"7469","Raven Squad: Operation Hidden Dagger",0.1
"7470","Snood 2: On Vacation",0.1
"7471","Dream C Club",0.09
"7472","Emergency 2012",0.09
"7473","Serious Sam: Next Encounter",0.09
"7474","TMNT: Mutant Melee",0.09
"7475","1 vs. 100",0.09
"7476","2-in-1 Game Pack: Spider-Man & Spider-Man 2",0.09
"7477","Aegis of Earth: Protonovus Assault",0.09
"7478","Agassi Tennis Generation",0.09
"7479","Agatha Christie: Evil Under the Sun",0.09
"7480","Age of Mythology",0.09
"7481","Alien Monster Bowling League",0.09
"7482","Altered Beast: Guardian of the Realms",0.09
"7483","Angry Birds: Rio",0.09
"7484","Archer Maclean Presents: Pool Paradise",0.09
"7485","Astro Boy",0.09
"7486","Astro Boy: Omega Factor",0.09
"7487","Atari Classics Evolved",0.09
"7488","Bakugan: Rise of the Resistance",0.09
"7489","Barbie and the Magic of Pegasus",0.09
"7490","Beaterator",0.09
"7491","Bella Sara",0.09
"7492","Biker Mice From Mars",0.09
"7493","Black & White 2",0.09
"7494","Bleach GC: Tasogare Ni Mamieru Shinigami",0.09
"7495","Bleach: Heat the Soul",0.09
"7496","Bleach: Heat the Soul 6",0.09
"7497","Blitz: Overtime",0.09
"7498","Blood of Bahamut",0.09
"7499","Blood: The Last Vampire (Joukan)",0.09
"7500","Bloody Roar 4",0.09
"7501","Bogey: Dead 6",0.09
"7502","Bomberman Land Touch!",0.09
"7503","Bomberman Max 2: Blue Advance",0.09
"7504","Brain Age: Concentration Training",0.09
"7505","Brain Voyage",0.09
"7506","Brigandine: The Legend of Forsena",0.09
"7507","Build 'n Race",0.09
"7508","Cake Mania: Main Street",0.09
"7509","Captain Tsubasa: Aratanaru Densetsu Joshou",0.09
"7510","Cardfight!! Vanguard: Ride to Victory",0.09
"7511","Carnival Games: Wild West 3D",0.09
"7512","Castlevania Dracula X",0.09
"7513","Championship Foosball",0.09
"7514","Charlotte's Web",0.09
"7515","Chess",0.09
"7516","Chou Jigen Game Neptune Mk-II",0.09
"7517","ChuChu Rocket!",0.09
"7518","Clockwork Knight",0.09
"7519","Codename Tenka",0.09
"7520","Corpse Party: Blood Covered - Repeated Fear",0.09
"7521","Counter-Strike: Source",0.09
"7522","Crash Boom Bang!",0.09
"7523","Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!",0.09
"7524","Crimson Sea",0.09
"7525","Crysis: Maximum Edition",0.09
"7526","Cyberia",0.09
"7527","DaGeDar",0.09
"7528","Dark Angel: Vampire Apocalypse",0.09
"7529","Darkest of Days",0.09
"7530","Data East Arcade Classics",0.09
"7531","Def Jam Fight For NY: The Takeover",0.09
"7532","Detective Conan: Prelude from the Past",0.09
"7533","Digimon World Re:Digitize Decode",0.09
"7534","Digimon World: Next Order",0.09
"7535","Disney's Aladdin in Nasira's Revenge",0.09
"7536","Disney Art Academy",0.09
"7537","Doraemon: Nobita to Midori no Kyojinden DS",0.09
"7538","Dragon's Lair 3D: Return to the Lair",0.09
"7539","Dragon Ball Kai: Ultimate Butouden",0.09
"7540","Dragon Ball Z: Shin Butouden",0.09
"7541","Dragon Tales: Dragon Seek",0.09
"7542","Dreamer Series: Teacher",0.09
"7543","Driver: Renegade",0.09
"7544","Dungeons",0.09
"7545","echochrome",0.09
"7546","Edna & Harvey: Harvey's New Eyes",0.09
"7547","El Tigre: The Adventures of Manny Rivera",0.09
"7548","ESPN NBA 2Night",0.09
"7549","Etrian Odyssey 2 Untold: Knight of Fafnir",0.09
"7550","Evangelion: Jo",0.09
"7551","F.E.A.R. Files",0.09
"7552","Famicom Mini: Makaimura",0.09
"7553","Family GameShow",0.09
"7554","Field & Stream: Total Outdoorsman Challenge",0.09
"7555","FIFA 2001: Major League Soccer",0.09
"7556","Fighting Fantasy: The Warlock of Firetop Mountain",0.09
"7557","Fire Pro Wrestling Returns",0.09
"7558","Fishing Master World Tour",0.09
"7559","Forever Kingdom",0.09
"7560","Fresh PreCure! Asobi Collection",0.09
"7561","Fullmetal Alchemist: Dual Sympathy",0.09
"7562","Galactic Taz Ball",0.09
"7563","Game Hits!",0.09
"7564","Ghosthunter",0.09
"7565","Girls und Panzer: I Will Master Tankery",0.09
"7566","Go Play: City Sports",0.09
"7567","Golden Nugget 64",0.09
"7568","Gradius V",0.09
"7569","Great Party Games",0.09
"7570","GripShift",0.09
"7571","Gummy Bears Mini Golf",0.09
"7572","Hakuoki: Demon of the Fleeting Blossom",0.09
"7573","Hakuouki: Zuisouroku Portable",0.09
"7574","Harvest Moon: Boy & Girl",0.09
"7575","Hello Kitty's Cube Frenzy",0.09
"7576","Henry Hatsworth in the Puzzling Adventure",0.09
"7577","Hyperdimension Neptunia Re;Birth 2",0.09
"7578","I Love Puppies",0.09
"7579","Ikaruga",0.09
"7580","Import Tuner Challenge (American sales)",0.09
"7581","Invasion From Beyond",0.09
"7582","Island Xtreme Stunts",0.09
"7583","Jikkyou Powerful Pro Yakyuu 14 Ketteiban",0.09
"7584","Jikkyou Powerful Pro Yakyuu 2000 Ketteiban",0.09
"7585","Jikkyou Powerful Pro Yakyuu 9 Ketteiban",0.09
"7586","Jikkyou Powerful Pro Yakyuu Portable 2",0.09
"7587","Junior Mystery Quest",0.09
"7588","Just Dance Wii U",0.09
"7589","Karaoke Joysound Wii DX",0.09
"7590","Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!",0.09
"7591","Kawasaki Quad Bikes",0.09
"7592","Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2",0.09
"7593","Kenka Banchou 2: Full Throttle",0.09
"7594","Kurikin: Nano Island Story",0.09
"7595","L: the proLogue to DEATH NOTE - Rasen no Wana",0.09
"7596","Langrisser V: The End of Legend",0.09
"7597","Last Rebellion",0.09
"7598","Legend of the Dragon",0.09
"7599","Let's Ride! Silver Buckle Stables",0.09
"7600","Lethal Enforcers",0.09
"7601","Lilie no Atelier: Salburg no Renkinjutsushi 3",0.09
"7602","Lock's Quest",0.09
"7603","Mad Dog McCree: Gunslinger Pack",0.09
"7604","Mahjong Cub3D",0.09
"7605","Mahjong Master",0.09
"7606","Medieval II: Total War",0.09
"7607","Metal Fight Beyblade",0.09
"7608","Metal Slug X",0.09
"7609","MetropolisMania",0.09
"7610","Midnight Play! Pack",0.09
"7611","Might & Magic Heroes VII",0.09
"7612","Million God",0.09
"7613","Mimana Iyar Chronicle",0.09
"7614","MLB 2K9 Fantasy All-Stars",0.09
"7615","MLB Superstars",0.09
"7616","Momu-chan Diet Wii: Figurobics by Chon Dayon",0.09
"7617","Monopoly Collection",0.09
"7618","Mugen Keitai Disgaea",0.09
"7619","My Make-Up",0.09
"7620","My Stop Smoking Coach: Allen Carr's EasyWay",0.09
"7621","Naruto RPG 3: Rejiuu vs Konoha Shoutai",0.09
"7622","Naruto Shippuden: Gekito Ninja Taisen! EX 2",0.09
"7623","NASCAR: Dirt to Daytona",0.09
"7624","Neo Atlas",0.09
"7625","NERF N-Strike: Double Blast Bundle",0.09
"7626","New Legends",0.09
"7627","NHL Legacy",0.09
"7628","Ninja Gaiden Black",0.09
"7629","No More Heroes: Red Zone",0.09
"7630","Nobunaga's Ambition: Iron Triangle",0.09
"7631","Nobunaga's Ambition: Sphere of Influence",0.09
"7632","Ochaken no Heya DS 2",0.09
"7633","Ojyousama Express",0.09
"7634","Ouchi Mainichi Tamagotchi",0.09
"7635","OutRun 2006: Coast 2 Coast",0.09
"7636","Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata",0.09
"7637","Petz: Saddle Club",0.09
"7638","Pillow Pets",0.09
"7639","Playmobil Circus",0.09
"7640","Playmobil Pirates",0.09
"7641","Pokemon Rumble World",0.09
"7642","Populous: The Beginning",0.09
"7643","Porsche Challenge",0.09
"7644","Prinny 2: Dawn of Operation Panties, Dood!",0.09
"7645","Prinny: Can I Really Be the Hero?",0.09
"7646","Pro Yakyuu Greatest Nine 98",0.09
"7647","Project Eden",0.09
"7648","Puyo Pop Fever (JP sales)",0.09
"7649","Quiz Magic Academy DS: Futatsu no Jikuu Koku",0.09
"7650","Raiden Fighters Aces",0.09
"7651","Rapid Reload",0.09
"7652","Ratchet & Clank Future: Quest for Booty",0.09
"7653","Reading Training",0.09
"7654","Remington Super Slam Hunting: Alaska",0.09
"7655","Resident Evil Chronicles HD",0.09
"7656","Return Fire",0.09
"7657","Road Trip",0.09
"7658","Roary the Racing Car",0.09
"7659","Robotron 64",0.09
"7660","Rollcage Stage II",0.09
"7661","RollerCoaster Tycoon 3: Platinum",0.09
"7662","Romance of the Three Kingdoms X",0.09
"7663","Rosco McQueen: Firefighter Extreme",0.09
"7664","Rugby League Live 3",0.09
"7665","Running Wild",0.09
"7666","Rygar: The Battle of Argus",0.09
"7667","Saikyou Habu Shogi",0.09
"7668","Saiyuuki: Kinkaku, Ginkaku no Inbou",0.09
"7669","Samurai Warriors 2: Xtreme Legends",0.09
"7670","Savage Skies",0.09
"7671","SD Gundam G Generation DS",0.09
"7672","Sega Casino",0.09
"7673","Seven: Molmorth no Kiheitai",0.09
"7674","Shin Hayarigami",0.09
"7675","Shin Ken to Mah? to Gakuenmono. Toki no Gakuen",0.09
"7676","Shin Megami Tensei",0.09
"7677","Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. The Soulless Army",0.09
"7678","Shining Tears",0.09
"7679","Shockwave Assault",0.09
"7680","Shox",0.09
"7681","Sidewinder Max",0.09
"7682","SingStar Apres-Ski Party 2",0.09
"7683","SingStar: Made In Germany",0.09
"7684","Ski and Shoot",0.09
"7685","Skies of Arcadia",0.09
"7686","Sloane to MacHale no Nazo no Monogatari 2",0.09
"7687","Sotsugyou Crossworld",0.09
"7688","Sound Novel Machi",0.09
"7689","Spectral Force 3",0.09
"7690","Spectral Force Genesis",0.09
"7691","Star Trek: Tactical Assault",0.09
"7692","Star Wars: Empire at War",0.09
"7693","Star Wars: Empire at War - Gold Pack",0.09
"7694","Summon Night 6: Lost Borders",0.09
"7695","Super Robot Taisen MX Portable",0.09
"7696","Sushi Go-Round",0.09
"7697","Tabi no Yubisashi Kaiwachou DS: DS Series 4 America",0.09
"7698","Taiko no Tatsujin: Don Don! Mystery Adventure",0.09
"7699","Team Elimination Games",0.09
"7700","Terranigma",0.09
"7701","Test Drive: Ferrari Legends",0.09
"7702","The $1 Pyramid",0.09
"7703","The Idolmaster: Platinum Stars",0.09
"7704","The King of Fighters XIV",0.09
"7705","The Legend of Heroes: A Tear of Vermillion",0.09
"7706","The Peanuts Movie: Snoopy's Grand Adventure",0.09
"7707","The Revenge of Shinobi",0.09
"7708","The Sims 2: Apartment Life",0.09
"7709","The Weakest Link",0.09
"7710","Top Gun: Firestorm Advance",0.09
"7711","Top Gun: Hard Lock",0.09
"7712","Transworld Snowboarding",0.09
"7713","Tunnel B1",0.09
"7714","U-Sing  2",0.09
"7715","Unou no Tatsujin: Soukai! Machigai Museum 2",0.09
"7716","Uta no Prince-Sama: Debut",0.09
"7717","Uta no Prince-Sama: Music 2",0.09
"7718","V-Rally Edition 99",0.09
"7719","Valentino Rossi: The Game",0.09
"7720","Virtua Fighter CG Portrait Series Vol.3: Akira Yuki",0.09
"7721","Wacky World of Sports",0.09
"7722","Whac-A-Mole",0.09
"7723","Whacked!",0.09
"7724","Wild ARMs: Alter Code F",0.09
"7725","Wing Commander IV: The Price of Freedom",0.09
"7726","Winning Post 6",0.09
"7727","Winning Post 8",0.09
"7728","Wizardry: Tale of the Forsaken Land",0.09
"7729","Wordmaster",0.09
"7730","World Championship Games: A Track & Field Event",0.09
"7731","World Championship Pool 2004",0.09
"7732","World Cup '98 France: Road to Win",0.09
"7733","World Stadium 5",0.09
"7734","X-COM: UFO Defense",0.09
"7735","Ys I & II Chronicles",0.09
"7736","Ys VIII: Lacrimosa of Dana",0.09
"7737","Yu-Gi-Oh! GX: The Beginning of Destiny (US sales)",0.09
"7738","Zoids Assault",0.09
"7739","10 Minute Solution",0.08
"7740","101-in-1 Sports Megamix",0.08
"7741","3 in 1: Solitaire, Mahjong & Tangram",0.08
"7742","A-Train",0.08
"7743","Agatha Christie: And Then There Were None",0.08
"7744","Aibou DS",0.08
"7745","Akiba's Trip Plus",0.08
"7746","America's Army: True Soldiers",0.08
"7747","Animal Kingdom: Wildlife Expedition",0.08
"7748","Animal Planet: Emergency Vets",0.08
"7749","Ape Escape: Pumped & Primed",0.08
"7750","Armored Core 3 Portable",0.08
"7751","Auto Destruct",0.08
"7752","Bangai-O Spirits",0.08
"7753","Battlefield 2",0.08
"7754","Beat Sketch!",0.08
"7755","Bejeweled 3",0.08
"7756","Black/Matrix",0.08
"7757","Blades of Blood: Samurai Shodown III",0.08
"7758","Bleach: Erabareshi Tamashii",0.08
"7759","Bleach: Heat the Soul 4",0.08
"7760","Bleach: Heat the Soul 5",0.08
"7761","Bleach: Heat the Soul 7",0.08
"7762","Board Game Classics",0.08
"7763","Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​",0.08
"7764","Bomberman Jetters",0.08
"7765","Boxing Fever",0.08
"7766","Brothers in Arms: Furious 4",0.08
"7767","C.O.P.: The Recruit",0.08
"7768","Cabela's Big Game Hunter: Pro Hunts",0.08
"7769","Captain Tsubasa",0.08
"7770","Captain Tsubasa: New Kick Off",0.08
"7771","Cartoon Network Collection: Game Boy Advance Video Volume 2",0.08
"7772","Chameleon",0.08
"7773","Chevrolet Camaro: Wild Ride",0.08
"7774","Chibi Maruko-Chan: Harikiri 365-Nichi no Maki",0.08
"7775","Chronicles of Mystery: The Secret Tree of Life",0.08
"7776","Chrysler Classic Racing",0.08
"7777","Code Lyoko: Fall of X.A.N.A.",0.08
"7778","Codename: Kids Next Door: Operation S.O.D.A.",0.08
"7779","Commandos: Strike Force",0.08
"7780","Conception: Please Give Birth to My Child!",0.08
"7781","Cosmic Family",0.08
"7782","Crayola: Colorful Journey",0.08
"7783","Crush",0.08
"7784","Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima",0.08
"7785","Daniel X: The Ultimate Power",0.08
"7786","Dawn of Heroes",0.08
"7787","Deadliest Warrior: Ancient Combat",0.08
"7788","Death Jr. and the Science Fair of Doom",0.08
"7789","Deep Fear",0.08
"7790","Derby Stallion 98",0.08
"7791","Derby Tsuku: Derby Uma o Tsukurou!",0.08
"7792","Diego's Build & Rescue",0.08
"7793","Disaster: Day of Crisis",0.08
"7794","Discovery Kids: Spider Quest",0.08
"7795","Disgaea Infinite",0.08
"7796","Doraemon: Nobita and the Island of Miracles",0.08
"7797","Dragon Ball Z: The Legacy of Goku I & II",0.08
"7798","Dragon Force II: Kamisarishi Daichi ni",0.08
"7799","Dragon Shadow Spell",0.08
"7800","Drama Queens",0.08
"7801","Dream Day: Wedding Destinations",0.08
"7802","Dreamer Series: Shop Owner",0.08
"7803","Duke Nukem: Land of the Babes",0.08
"7804","Earth Defense Force 2017",0.08
"7805","Elebits: The Adventures of Kai and Zero",0.08
"7806","Emily the Strange: Strangerous",0.08
"7807","Endgame",0.08
"7808","Ephemeral Fantasia",0.08
"7809","Evolution Worlds",0.08
"7810","Exit",0.08
"7811","Fairy Tail: Portable Guild 2",0.08
"7812","Famicom Mini: Adventure Island",0.08
"7813","Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen",0.08
"7814","Famicom Mini: Mario Bros.",0.08
"7815","Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars",0.08
"7816","Famicom Mini: Star Soldier",0.08
"7817","Far Cry Instincts Evolution",0.08
"7818","Far Cry Vengeance",0.08
"7819","Fast & Furious: Showdown",0.08
"7820","Fatal Frame III: The Tormented",0.08
"7821","Fate/Tiger Colosseum",0.08
"7822","Final Fantasy VI",0.08
"7823","Forbidden Siren 2",0.08
"7824","Frantix",0.08
"7825","Fritz Chess",0.08
"7826","futureU: The Prep Game for SAT",0.08
"7827","Gadget Racers",0.08
"7828","Gekijouban Madoka Magicka: The Battle Pentagram",0.08
"7829","Genkai Totsuki Moero Chronicle",0.08
"7830","Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari",0.08
"7831","Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki",0.08
"7832","Godzilla Generations",0.08
"7833","GOTHA: Ismailia Seneki",0.08
"7834","Gradius Galaxies",0.08
"7835","Gradius III and IV",0.08
"7836","Grand Prix Challenge",0.08
"7837","Greg Hastings' Tournament Paintball Max'd",0.08
"7838","GT Advance 3: Pro Concept Racing",0.08
"7839","Guilty Gear XX Accent Core",0.08
"7840","Guilty Gear XX Slash",0.08
"7841","Gunblade NY & L.A. Machineguns Arcade Hits Pack",0.08
"7842","Gundam Seed: Battle Assault",0.08
"7843","Gundam the 3D Battle",0.08
"7844","Hidden Invasion",0.08
"7845","Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi",0.08
"7846","Horrid Henry's Horrid Adventure",0.08
"7847","Iggy's Reckin' Balls",0.08
"7848","Imagine: My Restaurant",0.08
"7849","Incredible Crisis",0.08
"7850","Indycar Series 2005",0.08
"7851","Infernal: Hell's Vengeance",0.08
"7852","Initial D: Extreme Stage",0.08
"7853","Iron Man / X-O Manowar in Heavy Metal",0.08
"7854","J-League Winning Eleven 2009: Club Championship",0.08
"7855","Jikkyou Powerful Pro Yakyuu Next",0.08
"7856","Johnny Test",0.08
"7857","Junior Classic Books & Fairytales",0.08
"7858","Kaidan Restaurant: Ura Menu 100-Sen",0.08
"7859","Kaijuu Busters Powered",0.08
"7860","Kamen Rider: Travelers Senki",0.08
"7861","Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai",0.08
"7862","Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!",0.08
"7863","Ken to Mahou to Gakuen Mono. 2",0.08
"7864","Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama",0.08
"7865","Kenshuui Tendo Dokuta",0.08
"7866","Kidou Senshi Gundam 00",0.08
"7867","King's Field (Japan)",0.08
"7868","Knife Edge: NoseGunner",0.08
"7869","Kobitodzukan: Kobito no Fushigi - Jikken Set",0.08
"7870","Konami Classics Vol. 1",0.08
"7871","Koudelka",0.08
"7872","Krazy Ivan",0.08
"7873","Kuroko's Basketball: Ties to Future",0.08
"7874","Learn Geography",0.08
"7875","Let's Dance with Mel B",0.08
"7876","Looney Tunes: Galactic Sports",0.08
"7877","Lost in Blue: Shipwrecked",0.08
"7878","Majin Tensei",0.08
"7879","Martian Panic",0.08
"7880","Medabots Dual: Kabuto / Kuwagata",0.08
"7881","Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei",0.08
"7882","Metal Slug Advance",0.08
"7883","Miami Nights: Singles in the City",0.08
"7884","Mighty No. 9",0.08
"7885","Mind Quiz: Your Brain Coach",0.08
"7886","Minna no Joushiki Ryoku TV",0.08
"7887","Mission Runway",0.08
"7888","Monkey Hero",0.08
"7889","Monster Trucks DS",0.08
"7890","Mortal Kombat Kollection",0.08
"7891","Motto! Stitch! DS Rhythm de Rakugaki Daisakusen",0.08
"7892","Muppets Party Cruise",0.08
"7893","MX vs. ATV Supercross Encore",0.08
"7894","My English Coach: Para Hispanoparlantes",0.08
"7895","My First Songs",0.08
"7896","My Friends",0.08
"7897","My Fun Facts Coach",0.08
"7898","Nanashi no Game",0.08
"7899","Nano Assault",0.08
"7900","Naruto Shippuden: Shinobi Rumble",0.08
"7901","NBA 10: The Inside",0.08
"7902","New International Track & Field",0.08
"7903","NHL Breakaway 99",0.08
"7904","Nicola Kanshuu: Model Oshare * Audition Platina",0.08
"7905","Nikoli's Pencil Puzzle",0.08
"7906","Ninjabread Man",0.08
"7907","No One Can Stop Mr. Domino!",0.08
"7908","Nobunaga's Ambition: Rise to Power",0.08
"7909","Ogre Battle Series: Tactics Ogre",0.08
"7910","One Piece: Gear Spirit",0.08
"7911","Onimusha Tactics",0.08
"7912","Orega Kantoku Da! Gekitou Pennant Race",0.08
"7913","P.N.03 - Product Number Three",0.08
"7914","P.T.O. IV: Pacific Theater of Operations",0.08
"7915","Pac-Man Power Pack",0.08
"7916","Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III",0.08
"7917","Penny Racers Party: Turbo-Q Speedway",0.08
"7918","Petz Fantasy: Sunshine Magic",0.08
"7919","Petz: Dogz Family",0.08
"7920","Phantasy Star Online Episode III: C.A.R.D. Revolution",0.08
"7921","Phantom Brave: The Hermuda Triangle",0.08
"7922","Pilot ni Narou! 2",0.08
"7923","Pinobee: Wings of Adventure",0.08
"7924","Pocket Dogs",0.08
"7925","Pop'n Music",0.08
"7926","PoPoLoCrois (JP sales)",0.08
"7927","PQ: Practical Intelligence Quotient",0.08
"7928","Pretty Rhythm Rainbow Live: Kira Kira My * Design",0.08
"7929","Pretty Rhythm: My Deco Rainbow Wedding",0.08
"7930","Prey the Stars",0.08
"7931","Princess in Love",0.08
"7932","Princess Maker 2",0.08
"7933","Prisoner of War",0.08
"7934","Pro Cycling Manager 2016",0.08
"7935","Pro Evolution Soccer 2008 (JP sales)",0.08
"7936","Pro Yakyuu Famista DS 2010",0.08
"7937","Pro Yakyuu Spirits 5 Kanzenban",0.08
"7938","Puchi Puchi Virus",0.08
"7939","Pump It Up: Exceed",0.08
"7940","Puzzler Mind Gym 3D",0.08
"7941","Qubed",0.08
"7942","Quo Vadis",0.08
"7943","R/C Stunt Copter",0.08
"7944","Real Robots Final Attack",0.08
"7945","Rescue Heroes: Billy Blazes",0.08
"7946","Ro-Kyu-Bu!",0.08
"7947","Robotron X",0.08
"7948","Rock Blast",0.08
"7949","RockMan EXE 4.5 Real Operation",0.08
"7950","Rogue Trooper: Quartz Zone Massacre",0.08
"7951","RTX Red Rock",0.08
"7952","SaGa 3: Jikuu no Hasha - Shadow or Light",0.08
"7953","Salon Superstar",0.08
"7954","Samurai Jack: The Shadow of Aku",0.08
"7955","Samurai Shodown III",0.08
"7956","Samurai Shodown Sen",0.08
"7957","Samurai Western",0.08
"7958","Secret Files 2: Puritas Cordis",0.08
"7959","Sega GT Online",0.08
"7960","Sengoku Musou 3: Moushouden",0.08
"7961","Sentimental Graffiti 2",0.08
"7962","Sentimental Graffiti: First Window",0.08
"7963","Serious Sam 3: BFE",0.08
"7964","Seven Samurai 20XX",0.08
"7965","Shin Megami Tensei: Digital Devil Saga 2",0.08
"7966","Shining Force: Resurrection of the Dark Dragon",0.08
